86	500	614
86	516	288
86	813	700
86	826	297
86	1196	577
86	1541	945
86	2384	311
87	285	85
87	294	76
87	1441	38
87	1449	22
87	1937	31
87	2395	27
88	440	14
88	2416	7
88	2424	4
89	687	247
89	1183	1039
89	1193	757
89	2432	313
90	735	102
90	1415	84
90	2449	153
90	2459	99
90	2461	97
91	197	1859
91	441	1063
91	2026	7662
91	2043	522
91	2480	879
91	2483	823
91	2488	614
92	296	8
92	1358	28
92	2501	19
92	2511	7
94	88	658
94	427	64
94	1954	74
94	2424	178
94	2540	76
95	686	449
95	2545	125
95	2547	66
95	2549	32
96	51	63
96	77	10
96	288	14
96	295	26
96	538	22
96	2563	14
96	2564	14
97	419	542
98	230	35
98	378	60
98	868	36
98	917	75
98	2598	34
99	159	58
99	1099	82
99	2601	77
99	2605	43
100	171	279
100	2531	1384
100	2533	73
100	2580	113
100	2606	337
100	2614	67
101	209	1554
101	220	230
101	233	555
101	470	272
101	540	166
101	1047	4218
101	1239	114
101	1671	316
101	1910	1298
101	2621	86
102	2265	295
102	2635	374
103	64	56
103	227	25
103	377	18
103	1122	77
103	2648	28
103	2651	19
104	192	9999
104	230	2673
104	680	1837
104	2654	5539
105	2174	197
105	2670	260
106	2697	2341
106	2699	1958
106	2702	1615
106	2704	1388
106	2705	1339
106	2709	1030
107	174	3607
107	201	7283
107	843	2683
107	1360	1494
107	2620	1737
107	2736	5081
108	152	345
108	841	492
108	1214	393
108	1251	484
108	1259	358
108	2754	566
108	2755	544
108	2773	322
108	2776	297
109	732	766
109	952	148
109	1807	239
109	2351	299
109	2791	134
110	1918	753
110	2800	1048
111	769	294
111	2271	217
111	2811	943
111	2813	798
111	2822	316
113	475	8289
113	2847	1137
114	99	29
114	601	24
114	857	65
114	1372	200
114	2859	23
115	2868	3
115	2891	2
116	249	268
116	2226	151
116	2252	390
116	2903	1184
116	2911	438
116	2924	222
117	192	180
117	2936	319
118	811	340
118	1145	432
118	1859	335
118	2952	282
118	2957	235
118	2958	229
118	2959	222
119	843	159
119	923	594
119	953	641
119	2965	280
119	2973	147
119	2974	135
120	344	2047
120	498	409
120	548	16
120	687	43
120	2978	53
121	161	109
121	641	28
121	1447	76
121	2080	65
122	586	14
122	3001	18
122	3004	16
122	3017	14
122	3022	13
123	1195	4991
123	1396	10944
123	1546	1135
123	2608	2287
123	3035	419
124	182	215
124	407	1579
124	489	77
124	1104	166
124	3052	118
124	3053	110
125	88	318
125	1412	660
125	3062	247
125	3069	80
126	89	1366
126	292	672
126	481	160
127	227	429
127	533	952
127	854	1140
127	918	812
127	952	1307
127	965	690
127	2790	1574
127	3094	382
127	3095	381
127	3096	381
128	206	1117
128	2031	752
128	3098	3484
128	3105	1251
128	3112	822
128	3117	482
129	296	608
129	302	225
129	3124	92
130	288	868
130	290	87
130	300	96
130	326	88
130	344	101
130	465	273
130	1580	224
130	2548	145
130	3128	212
130	3129	181
131	3130	690
131	3131	353
131	3136	283
131	3137	213
131	3149	108
131	3160	92
132	289	495
132	333	319
132	352	97
133	89	189
133	329	117
133	332	75
133	333	212
133	802	311
134	468	33
134	972	27
134	3176	9399
135	89	5116
135	1066	1128
135	3184	1683
135	3186	825
135	3194	527
136	292	1587
136	325	258
136	329	178
136	538	618
136	907	124
137	65	536
137	261	862
137	1243	452
137	1398	784
137	1983	568
137	1990	653
139	371	166
139	486	329
139	726	183
139	1870	193
140	126	1184
140	195	538
140	1418	449
140	3256	562
141	3201	122
141	3265	106
141	3268	57
142	36	75
142	67	120
142	466	75
142	599	93
142	1504	94
142	3201	108
142	3276	557
142	3278	246
142	3281	179
142	3284	141
142	3285	114
143	192	7007
143	1833	1556
143	2442	3766
143	3304	1638
144	288	938
144	294	27
144	327	41
144	525	25
144	652	23
145	300	2042
145	324	321
145	333	818
145	1934	1025
145	3319	791
146	257	1640
146	301	200
146	2799	782
147	523	1596
147	1243	302
147	3327	1586
147	3330	801
148	233	170
148	429	430
148	1118	214
148	1206	245
148	3336	783
148	3339	352
148	3345	255
148	3354	203
149	159	606
149	198	1300
149	1934	201
150	190	58
150	349	52
150	472	46
150	1244	164
150	1459	77
150	1601	55
150	2176	56
150	2184	140
150	2861	40
152	333	354
152	403	172
152	533	228
152	540	135
152	1048	452
152	1246	117
152	1807	332
153	228	141
153	2794	113
153	3415	153
153	3420	119
154	811	17
154	930	73
154	953	26
154	1104	25
154	1116	22
154	2014	17
154	3426	19
155	864	859
155	3431	3040
155	3452	638
156	170	185
156	196	5
156	344	6
156	961	21
156	1806	76
156	3457	24
156	3466	7
157	630	84
157	1372	882
157	2973	69
158	311	171
158	318	533
158	679	3779
158	686	212
158	2102	325
158	3081	265
158	3484	931
158	3493	219
159	316	6307
159	377	1873
159	3502	964
161	407	2169
161	3554	1164
161	3555	1127
161	3558	1073
161	3560	1068
161	3563	1026
161	3566	1021
162	67	278
162	297	264
162	378	414
162	3569	557
163	2456	339
163	3581	1444
164	683	4421
164	1122	1925
164	1795	1054
164	1875	8850
164	1976	973
164	3617	1678
164	3618	1671
164	3620	1482
166	1985	74
166	1989	138
166	3667	185
166	3672	117
168	1965	281
168	3689	481
168	3692	439
170	517	2491
170	707	1184
170	923	1344
170	1119	1955
170	3722	1102
170	3727	608
171	190	145
171	207	398
171	331	93
171	1179	74
171	2587	89
171	3707	94
172	228	664
172	526	184
172	716	221
172	1044	216
172	1397	194
173	190	174
173	207	291
173	1185	271
173	2430	308
173	3745	208
174	206	146
174	220	234
174	463	93
174	907	286
174	2436	98
174	3427	271
174	3749	335
174	3751	193
174	3753	114
174	3759	80
175	344	5592
175	3583	745
175	3592	1056
175	3600	2365
175	3765	680
175	3766	635
176	154	396
176	227	2861
176	440	247
176	441	239
176	748	459
176	1090	599
176	1376	530
176	3767	814
177	407	2026
177	436	2577
177	733	466
177	1411	652
177	2343	367
178	218	274
178	824	621
178	1533	264
178	2370	397
178	2842	350
178	3786	345
178	3788	322
179	234	232
179	289	3853
179	357	94
179	464	109
179	523	1192
179	1406	176
179	3795	274
179	3796	257
180	3812	22
180	3813	22
180	3814	20
180	3815	20
180	3826	16
181	187	804
181	1104	996
181	3829	751
181	3851	28
181	3852	22
182	2813	231
182	3883	219
183	533	212
185	2521	31
185	3907	252
185	3908	172
185	3924	23
186	289	77
186	293	93
186	481	147
186	523	86
186	917	13
186	2839	27
187	1414	177
187	3201	1146
187	3308	284
189	512	323
189	856	435
189	1116	1511
189	1118	888
190	3173	573
190	3950	2166
190	3968	720
191	66	17
191	157	15
191	3197	26
191	3302	16
191	3991	15
192	4017	16
193	72	385
193	331	4691
193	1397	912
193	4032	527
194	216	628
194	418	5339
194	3057	1095
194	3164	700
194	3870	1571
194	4049	964
194	4055	500
194	4056	500
195	1242	23
195	1400	93
195	1416	55
195	1510	242
195	4058	460
196	59	323
196	154	1522
196	220	626
196	498	2374
196	1090	3050
196	2821	1246
196	3071	570
198	823	1002
198	1195	2322
198	1853	1405
198	2829	464
200	88	139
200	93	342
200	607	177
200	917	499
200	959	387
200	985	142
200	1810	136
201	518	130
201	2069	68
201	3422	1792
201	4138	131
201	4144	81
201	4147	75
201	4153	64
202	932	277
202	1214	162
203	815	88
203	850	76
203	4171	79
203	4176	51
203	4178	48
204	4189	778
204	4196	427
204	4208	180
205	380	660
205	758	4295
205	774	1360
205	972	1189
205	4231	1035
205	4233	913
205	4238	708
205	4241	615
206	229	46
206	709	156
206	1986	57
207	291	291
207	539	342
207	1100	155
207	1486	258
207	2210	129
207	3079	213
207	4253	526
207	4263	128
208	15	114
208	370	33
208	1276	34
208	4266	287
208	4269	195
208	4272	150
208	4286	40
209	257	27
209	292	46
209	326	60
209	538	82
209	908	175
209	4294	37
210	165	195
210	173	16895
210	289	352
210	466	111
210	1001	1333
210	1791	175
210	3046	1602
210	4298	274
210	4303	148
210	4306	120
210	4307	101
211	51	128
211	191	133
211	4313	306
211	4314	186
211	4317	97
212	928	103
212	2009	61
212	4331	40
213	220	603
213	978	327
213	3032	433
213	3637	434
213	4345	591
213	4346	465
213	4347	296
214	288	280
214	704	750
214	2179	134
214	4349	71
215	429	9
215	2554	19
215	4353	55
215	4354	39
215	4356	32
215	4370	12
215	4373	11
215	4375	10
215	4377	10
216	1713	174
217	1901	230
217	2375	123
217	2475	231
217	4422	100
218	88	192
218	197	85
218	1112	83
218	1541	76
218	4426	65
219	300	1972
219	325	915
219	377	3486
219	461	1508
219	1116	2163
219	4437	976
220	228	65
220	856	81
223	333	1988
223	3859	2063
223	3871	818
224	343	192
224	429	154
224	735	148
224	993	311
224	1027	193
224	1881	145
224	2265	258
224	3201	158
224	4494	168
225	300	833
225	1261	1800
225	2028	695
225	4021	1487
225	4500	2332
226	498	165
226	534	135
227	55	8119
227	89	10178
227	291	1118
227	305	1412
227	4515	328
228	197	13
228	615	15
228	630	14
228	4536	9
228	4538	9
228	4544	8
229	161	2
229	288	9
229	349	29
229	4549	3
230	291	565
230	292	1581
230	294	2801
230	301	310
230	375	14993
230	908	330
230	1047	345
230	4559	326
231	466	454
231	528	92
231	701	129
232	306	833
232	317	2229
232	465	1778
232	4573	497
233	2094	143
233	4576	26
234	56	686
234	310	411
234	331	1284
234	1285	1599
234	2252	1112
234	2716	2240
234	4588	472
234	4590	458
234	4603	232
235	15	601
235	1992	130
235	3940	206
235	4608	278
235	4614	140
236	154	812
236	294	2496
236	333	487
236	4617	2444
237	227	100
237	440	114
237	533	1353
237	609	447
237	1122	109
237	4621	150
238	4634	2827
238	4642	683
238	4646	541
238	4653	447
240	302	105
240	4686	92
241	6	1295
241	198	870
241	504	1829
241	2789	1005
241	4693	600
242	292	1044
242	311	93
242	320	86
242	4699	92
243	53	957
243	97	913
243	295	463
243	906	2130
243	1098	417
243	2083	461
243	2521	521
244	89	141
244	430	210
244	683	246
244	1934	228
244	3332	201
244	4616	159
247	1470	93
247	2352	111
247	4753	159
248	292	1141
248	300	122
248	458	92
248	686	120
248	701	149
248	1071	53
249	7	230
249	403	521
249	3328	226
250	717	258
250	1415	785
250	2375	910
250	4782	436
251	4452	94
251	4801	88
251	4802	84
251	4805	61
251	4806	60
252	89	2078
252	295	271
252	325	481
252	679	2438
252	915	282
252	1032	175
252	2546	3787
252	4815	194
253	789	368
253	2022	510
254	1186	408
254	3398	436
254	4434	552
255	2148	365
255	2576	167
255	4853	750
256	289	38654
256	1241	620
256	2548	56650
256	3396	2396
256	4561	355
257	1270	101
257	1296	318
257	1298	286
257	1304	96
257	3551	91
257	3988	101
257	4317	121
258	288	26
258	320	2
258	680	16
258	913	2
258	4880	3
260	89	707
260	2075	59
261	4503	536
262	72	1308
262	4953	321
262	4956	240
263	85	585
263	193	274
263	1081	250
263	3920	218
263	4977	380
264	65	3921
264	3966	483
264	4075	1863
264	4984	3375
265	1555	216
265	2608	231
265	2850	623
265	3718	2011
266	71	217
266	620	130
266	3171	56
266	3466	70
267	89	186
267	304	366
267	908	207
267	1375	223
268	5005	224
268	5016	78
269	229	589
269	706	151
269	4541	38
270	5026	2
271	67	1215
271	288	2538
271	295	10110
271	543	741
271	646	1023
271	797	506
271	913	755
273	2214	293
273	5066	535
274	2102	1024
274	5079	487
275	99	24
275	100	31
275	191	31
275	1886	31
277	1974	971
277	5112	1025
278	157	448
278	292	877
278	316	41
278	5124	44
279	89	236
279	500	222
279	5146	143
280	56	164
280	58	67
280	704	66
280	3739	280
280	5149	395
280	5152	95
281	917	2420
281	5167	11
281	5168	10
282	234	749
282	959	842
282	1372	2077
282	1411	518
282	5173	442
283	52	68
283	1790	61
283	3109	119
283	3132	148
283	5176	224
284	1184	8
284	1248	6
284	1426	5
284	2855	6
284	5201	30
284	5202	26
284	5204	12
284	5209	7
285	88	43
285	220	147
285	234	360
285	614	224
285	982	322
286	538	98
288	475	173
288	1400	623
288	1974	251
288	5241	671
288	5246	247
289	498	4881
289	547	1263
289	757	807
289	1541	395
290	51	23
290	1001	11
290	1081	6
290	5264	4
291	498	562
291	2020	75
291	4706	27
291	5273	54
291	5276	31
291	5278	29
291	5294	2
292	163	123065
292	233	325
292	613	329
292	959	238
292	1131	659
292	1425	568
292	3511	468
292	4064	166
292	5297	949
292	5299	289
293	1039	148
293	5312	155
293	5319	95
293	5320	72
293	5322	43
294	300	93
294	782	166
294	2055	83
294	5348	79
294	5364	51
295	220	291
295	706	518
295	922	361
295	942	329
295	1261	641
295	1803	334
295	3444	353
295	5366	311
296	1415	2
296	5391	4
296	5397	3
296	5401	3
296	5403	3
296	5409	2
297	231	419
297	425	1064
297	1098	846
297	1159	601
298	212	531
298	1160	430
298	4104	682
298	4385	327
298	5425	3304
298	5436	378
299	55	448
299	65	377
299	221	144
299	298	453
299	1048	408
299	2858	271
300	187	371
300	189	445
300	706	390
300	946	2227
300	2986	610
301	300	132
301	316	398
301	739	149
301	1767	775
302	466	2260
302	5467	192
303	234	372
303	843	142
303	857	483
303	1412	421
303	1873	167
303	2853	215
303	2855	150
304	190	23
304	3201	75
305	352	201
305	475	46
305	1042	181
305	1672	520
306	455	73
306	1001	111
306	5482	238
307	1269	74
307	5491	342
307	5492	244
307	5500	97
307	5506	84
307	5512	74
307	5524	62
308	706	1730
308	1350	544
310	296	91
310	461	339
310	475	6259
310	531	106
310	5530	93
311	206	261
311	5542	633
311	5551	304
311	5555	208
311	5558	161
312	2098	628
312	2106	290
312	5083	327
313	34	424
313	1079	133
313	1299	130
313	1369	280
313	3774	444
313	5577	279
313	5578	259
313	5581	157
313	5586	93
314	89	221
314	166	120
314	220	118
314	302	122
314	499	318
314	2545	242
314	3378	592
315	56	1225
315	65	5367
315	298	251
315	300	385
315	486	285
315	679	410
315	1673	193
315	2277	297
316	488	529
316	5596	2338
316	5611	186
317	441	144
317	707	209
317	874	255
317	1244	2576
318	97	2613
318	257	1000
318	302	711
318	466	8779
318	534	330
318	1037	4881
318	1595	333
318	5626	292
318	5629	207
319	1195	2362
319	2608	579
319	2637	559
319	5600	359
319	5633	871
319	5634	834
320	1123	704
320	1203	325
320	5650	919
320	5653	488
320	5662	284
320	5665	254
321	1195	77
321	1914	61
321	2062	74
322	466	3300
322	486	1079
322	527	2319
322	2242	2842
322	4562	1088
322	5681	951
324	1134	354
324	1343	765
324	2013	337
324	3417	1698
324	5688	1000
324	5689	504
325	1324	229
325	1745	348
325	4912	190
325	5701	333
325	5712	208
325	5715	204
325	5719	182
325	5721	180
326	318	76
326	457	89
327	55	510
327	294	179
327	466	897
327	475	410
327	5726	149
328	234	233
328	447	215
328	537	245
328	1100	316
328	1246	279
328	3738	207
328	5738	221
329	207	1006
329	220	1158
329	289	1467
329	715	1976
330	157	160
330	540	172
330	692	185
330	704	2326
330	903	140
330	1040	152
330	5746	1326
331	289	298
331	300	506
331	475	58
331	528	214
331	2025	186
332	55	32
332	279	155
332	292	55784
332	317	61
332	333	33
332	1470	169
332	3200	64
332	5766	2037
332	5770	64
333	291	58
333	298	30
333	318	107
333	1580	295
334	203	1278
334	226	5103
334	868	1303
334	932	534
334	1545	2319
334	2364	2391
334	4115	1079
335	257	1645
335	261	461
335	288	423
335	486	474
335	704	1207
335	2419	869
336	198	903
336	1099	377
336	2831	643
336	5795	616
336	5797	565
336	5799	480
336	5808	310
337	1535	40
337	3636	32
337	5811	138
337	5815	69
337	5817	64
337	5828	27
338	190	166
338	285	297
338	1366	131
338	2787	118
338	2923	114
338	3471	118
339	294	385
339	308	349
339	333	1146
339	542	343
339	686	468
339	4716	325
340	289	468
340	320	305
340	518	251
340	614	350
341	5866	102
341	5867	96
341	5869	92
341	5873	82
341	5881	73
341	5884	67
341	5888	62
342	599	5450
342	1079	67
343	732	203
343	917	1073
343	1372	638
343	5901	65
344	5904	11
344	5916	2
345	207	42
345	546	74
345	5925	59
346	97	1527
346	2941	523
348	309	26
348	1392	55
348	2923	28
348	5955	28
349	1983	379
349	2426	377
349	2586	387
349	5067	3947
349	5961	4702
349	5967	367
350	306	863
350	2022	1157
351	97	84
351	159	71
351	298	78
351	325	89
351	538	51
351	1047	132
351	2607	77
351	4773	85
351	4814	365
351	5958	57
351	5975	368
351	5976	114
352	2659	41
353	300	16
353	331	10
353	484	58
353	1452	11
353	1613	2
354	289	281
354	292	19
354	386	10
354	701	46
354	6003	4
354	6004	3
355	408	147
355	548	301
355	704	298
355	1470	232
356	703	1688
356	813	2755
356	6021	1019
356	6028	824
357	154	2242
357	599	869
357	1883	802
358	238	92
358	709	84
358	1106	99
358	1408	83
358	6044	192
358	6046	135
358	6054	75
359	877	713
359	1001	374
359	1893	1046
359	2938	807
359	6056	2348
359	6061	633
359	6065	395
360	6080	84
360	6107	15
360	6108	15
361	292	919
361	299	392
361	1451	223
362	306	227
362	1513	388
362	3293	440
363	918	1836
364	211	582
364	418	1667
364	438	751
364	1164	1731
364	1901	583
364	3203	477
364	6146	494
365	93	9
365	1633	7
365	3230	5
365	6152	26
365	6159	15
365	6177	6
366	163	3178
366	609	288
366	1121	287
366	3294	230
366	3700	262
366	5549	380
366	5890	799
367	159	552
367	464	152
367	814	466
367	1048	2629
367	6201	198
368	1089	700
368	6206	1095
369	199	594
369	424	1331
369	1231	272
370	77	1357
370	89	734
370	226	678
370	1464	924
371	72	5997
371	504	543
371	2383	1550
371	2506	141
371	3827	116
371	3916	119
371	6238	144
371	6239	141
372	966	668
372	1931	157
372	2014	1030
372	4342	84
372	6249	126
372	6254	66
374	51	71
375	295	243
375	300	199
375	344	95
375	696	149
375	1447	101
376	163	8197
376	1261	23
376	1913	2536
376	6271	96
376	6281	19
376	6284	18
377	920	1588
377	936	5170
377	1613	865
377	1974	1103
377	2498	830
378	1414	72
378	1825	224
378	2182	189
378	2346	1151
380	317	744
380	1052	2870
380	6310	585
382	276	685
382	1611	704
382	6322	1459
382	6326	893
382	6337	592
382	6341	538
382	6342	518
383	65	6494
383	790	290
383	1443	151
385	56	539
385	288	683
385	681	8547
385	686	1056
386	176	1338
386	344	124
386	504	170
386	1686	614
386	2346	200
386	6359	225
386	6361	204
387	204	2740
387	251	3070
387	288	2985
387	2521	12216
387	5186	4063
387	6374	13597
387	6382	3305
388	190	1891
388	718	5867
388	2035	4276
388	6394	1847
388	6395	1784
388	6399	1465
388	6401	1386
388	6402	1369
390	302	448
390	907	887
390	1037	2269
391	191	235
391	245	258
391	6446	234
392	342	50
392	464	57
392	706	212
392	1091	70
392	6452	123
393	190	534
393	227	11164
393	234	52
393	985	55
393	6459	119
393	6461	61
394	1110	51
394	3743	81
394	4463	84
394	5226	76
394	6480	71
395	834	114
395	3032	127
395	4504	129
395	6491	113
396	6508	431
396	6514	185
397	75	84
397	1001	32
397	1062	56
397	3462	36
397	4308	41
397	6524	43
398	53	864
398	199	157
398	212	126
398	441	149
398	1400	98
398	1977	132
399	290	363
399	300	183
399	314	187
399	465	188
399	481	313
400	67	63
400	289	1533
400	293	100
400	464	120
400	531	70
400	704	51
400	972	194
401	466	70
401	1116	276
402	1281	794
402	1412	6295
403	461	986
403	487	101
403	497	133
403	680	171
403	1682	198
403	2094	369
403	5670	108
403	6545	196
403	6551	108
404	209	41
404	1179	30
404	1689	1100
404	5304	31
405	257	3043
405	285	11477
405	4814	908
406	227	1759
406	1837	366
406	3481	333
406	4675	450
406	4790	250
407	1833	14
407	3993	15
407	4025	26
408	77	136
409	157	119
409	184	422
409	187	11
409	301	10
409	1412	25
409	2923	15
410	471	225
410	3078	133
410	6598	164
411	491	66
411	1613	176
411	1979	64
411	2236	98
411	2251	66
411	2252	173
411	2916	186
411	6619	458
411	6620	198
411	6633	45
412	298	43
412	320	22
412	455	158
412	1047	35
413	55	367
413	67	41216
413	229	365
413	301	670
413	306	136
413	344	2472
413	547	137
414	257	3912
414	498	3877
414	2988	193
415	466	1040
415	542	342
415	679	662
416	748	98
416	6159	61
416	6650	189
416	6672	64
416	6673	63
417	296	269
417	299	627
417	349	352
418	89	1851
418	229	343
418	1944	4056
418	2398	267
418	5810	348
418	6678	1196
419	285	7
419	308	71
419	314	8
419	907	7
419	913	14
419	1937	12
419	3491	12
419	3794	7
420	333	186
420	340	443
420	457	437
420	6701	1678
420	6702	1442
420	6716	140
421	288	2718
421	291	209
421	302	75
421	360	74
421	525	1134
421	1505	69
423	429	88
423	997	74
423	6732	1827
423	6733	933
424	785	441
424	1349	388
424	2014	459
424	2787	593
425	257	30
425	292	578
425	300	12071
425	311	750
425	323	39
425	378	68
425	680	493
426	444	821
426	782	410
426	1800	654
426	2605	401
426	6151	750
427	540	753
427	1179	338
427	6775	317
428	76	1236
428	997	3131
428	1885	2085
428	6742	1008
428	6777	1217
430	68	200
430	98	2220
430	612	194
430	1162	156
430	5833	1052
430	6782	2157
431	190	3325
431	298	1195
431	2346	1141
432	220	232
432	494	533
432	536	242
432	808	248
432	1645	223
432	3097	124
432	6795	238
433	503	181
433	966	185
433	4275	234
433	6805	493
433	6810	262
433	6819	188
434	605	7
434	1970	26
434	2289	24
434	6826	28
435	1541	3400
435	4774	1694
435	6440	1154
436	72	1434
436	172	609
436	212	681
436	424	903
436	854	627
436	4311	2278
436	6854	737
437	909	186
437	3570	144
437	6865	131
438	32	4
438	1332	5
438	2938	3
438	4877	9
439	267	2265
439	6887	2545
439	6890	1285
439	6904	712
439	6905	674
440	757	801
440	3693	345
440	6409	1863
441	72	109
441	6916	89
441	6918	76
441	6922	64
442	187	112009
442	3832	3583
442	6733	230
443	949	370
443	6945	2445
443	6958	261
444	9	49
444	2470	51
444	4887	49
444	6975	83
444	6978	80
444	6981	69
444	6991	50
446	227	1890
446	441	5662
446	1713	10597
447	747	325
447	782	747
447	3541	297
447	7014	778
447	7023	347
447	7028	200
449	163	581
449	706	124
449	1369	307
449	3509	106
449	4605	92
449	5689	181
449	6258	143
450	506	319
450	881	287
450	1216	280
450	1426	660
450	1727	469
450	3888	196
450	6830	250
450	7049	559
451	230	2205
451	295	967
451	300	5324
451	314	571
451	475	607
451	498	11269
451	686	5059
451	687	430
451	1043	774
452	72	142
452	7065	37
452	7066	27
453	154	251
453	227	186
453	229	238
453	533	150
453	1384	354
453	7076	113
454	880	989
454	2030	441
454	11107	280
454	12505	268
454	18737	560
455	39	3564
455	107	5449
455	603	3588
455	1119	8340
455	2486	2562
456	5749	698
456	7095	45
457	89	449
457	2343	139
457	3901	785
458	493	93
458	518	69
458	544	597
458	1382	113
459	707	831
459	835	3899
459	918	4437
459	1259	2125
459	1369	762
459	1412	429
459	1808	426
459	2343	585
459	2787	2257
459	3474	440
459	5004	627
460	207	254
460	444	194
460	986	262
460	3827	182
461	220	22
461	2277	72
461	2742	23
462	599	252
462	1643	507
462	4079	776
462	6824	655
462	7149	428
462	7153	356
463	245	11
463	1893	11
463	4927	38
463	7161	21
463	7166	14
463	7170	13
463	7176	11
464	229	759
464	857	305
464	969	612
464	7178	432
464	7185	263
464	7187	218
465	230	823
465	1151	217
465	6464	120
466	679	461
466	680	233
466	1098	598
467	7220	185
